"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000205542",10772.7240037773,-1.36858709827701,0.0526119129808082,-26.0128746654059,3.54131923877325e-149,2.93973763308665e-147,"TMSB4X","7114","thymosin beta 4 X-linked"
"ENSG00000101290",1758.73428502496,1.54278858928327,0.0593647009067183,25.9883157115118,6.71261453161127e-149,5.53769852228949e-147,"CDS2","8760","CDP-diacylglycerol synthase 2"
"ENSG00000109321",3907.19054249844,7.47916568575078,0.288067503948615,25.9632398074477,1.28882642604908e-148,1.05667855498666e-146,"AREG","374","amphiregulin"
"ENSG00000171241",406.777106119105,-3.16904946166256,0.122070239597766,-25.9608686941624,1.37078297302767e-148,1.11697788023028e-146,"SHCBP1","79801","SHC binding and spindle associated 1"
"ENSG00000117143",1623.79807423536,-1.69881008410831,0.0654948353365763,-25.9380770312372,2.47858900370202e-148,2.00735482604697e-146,"UAP1","6675","UDP-N-acetylglucosamine pyrophosphorylase 1"
"ENSG00000109189",2091.9060865614,1.46009439542248,0.0564005264481463,25.8879568573685,9.10098650476758e-148,7.32601834886806e-146,"USP46","64854","ubiquitin specific peptidase 46"
"ENSG00000100219",1292.73730450521,-1.75354079006594,0.0680929393849797,-25.7521676388778,3.04817214219596e-146,2.43890496341245e-144,"XBP1","7494","X-box binding protein 1"
"ENSG00000085117",3114.20548141785,1.42948721589549,0.0555892495018204,25.7151738637645,7.90868083493911e-146,6.29000591914139e-144,"CD82","3732","CD82 molecule"
"ENSG00000178105",1002.41705891287,1.8081069468944,0.0704607331859269,25.6611997227348,3.1707511861709e-145,2.50678078897154e-143,"DDX10","1662","DEAD-box helicase 10"
"ENSG00000166833",556.856531079937,-2.37849635520728,0.0927223171964816,-25.6518217741169,4.03472595971802e-145,3.1709603666849e-143,"NAV2","89797","neuron navigator 2"
"ENSG00000116017",1240.61918348325,1.61350564336952,0.0631747222941105,25.5403678049874,7.02503922388086e-144,5.48862182185797e-142,"ARID3A","1820","AT-rich interaction domain 3A"
"ENSG00000134333",9887.50008844396,-1.01643876299679,0.0399092562932295,-25.4687472883133,4.37691821968437e-143,3.39966244408467e-141,"LDHA","3939","lactate dehydrogenase A"
"ENSG00000157227",22662.7967620428,1.09977078455069,0.043245601215825,25.4308126984311,1.15104790222061e-142,8.88849897517101e-141,"MMP14","4323","matrix metallopeptidase 14"
"ENSG00000110047",3014.55720899113,-1.20896280401137,0.0475817891891021,-25.4080988675446,2.0522500630115e-142,1.57560608883923e-140,"EHD1","10938","EH domain containing 1"
"ENSG00000119139",934.406871097792,-1.9731871303486,0.0778644049218839,-25.341324220331,1.12003791199742e-141,8.54962272824701e-140,"TJP2","9414","tight junction protein 2"
"ENSG00000151012",4009.60870282584,1.45373711878161,0.05737097562518,25.3392434578638,1.18077559363296e-141,8.96174939121883e-140,"SLC7A11","23657","solute carrier family 7 member 11"
"ENSG00000138764",921.332962951573,1.91577863795076,0.0756562967461158,25.3221307458341,1.82270514693624e-141,1.37552100918222e-139,"CCNG2","901","cyclin G2"
"ENSG00000127955",1237.15518256482,1.61939317784597,0.0639623159464899,25.3179259362768,2.02780350837627e-141,1.52165458747196e-139,"GNAI1","2770","G protein subunit alpha i1"
"ENSG00000130340",2836.38350867057,1.32524630304585,0.0524198975946797,25.2813600151016,5.12176330481732e-141,3.82175619183054e-139,"SNX9","51429","sorting nexin 9"
"ENSG00000164465",2941.35331768419,1.62320824405084,0.0642298426443073,25.2718701653974,6.51263624374055e-141,4.83244885974089e-139,"DCBLD1","285761","discoidin, CUB and LCCL domain containing 1"
"ENSG00000112186",594.764952135933,-2.53739972612005,0.100514390980348,-25.2441436631313,1.31333504348486e-140,9.69095335975887e-139,"CAP2","10486","cyclase associated actin cytoskeleton regulatory protein 2"
"ENSG00000184117",601.648439964638,-2.19697539179225,0.0871669355622514,-25.2042288468803,3.60011562735698e-140,2.64180860566604e-138,"NIPSNAP1","8508","nipsnap homolog 1"
"ENSG00000197594",381.182790486167,-3.06358241586023,0.12158649464737,-25.1967327847172,4.3499609237559e-140,3.17451543897395e-138,"ENPP1","5167","ectonucleotide pyrophosphatase/phosphodiesterase 1"
"ENSG00000071127",10996.1867655617,-1.00326415010231,0.0398296831396369,-25.1888559239856,5.30642674964339e-140,3.8513639392767e-138,"WDR1","9948","WD repeat domain 1"
"ENSG00000013810",552.986640142839,-2.54512438708005,0.101690780235917,-25.0280741398138,3.02561886879551e-138,2.18403640300771e-136,"TACC3","10460","transforming acidic coiled-coil containing protein 3"
"ENSG00000122729",2756.95550510449,-1.26419481281722,0.0506813929343021,-24.9439634474132,2.4830248583239e-137,1.78267763071665e-135,"ACO1","48","aconitase 1"
"ENSG00000050405",2131.92988407929,-1.55950888542547,0.062546751349367,-24.9334913769466,3.22539750842878e-137,2.30321127456726e-135,"LIMA1","51474","LIM domain and actin binding 1"
"ENSG00000169826",1948.50883733891,1.75772527308294,0.0705538806011742,24.9132330937115,5.34825831479672e-137,3.79869341909786e-135,"CSGALNACT2","55454","chondroitin sulfate N-acetylgalactosaminyltransferase 2"
"ENSG00000128965",2124.44876634206,1.40553384216807,0.0564355797906755,24.9051014870639,6.55119788454418e-137,4.62835161183595e-135,"CHAC1","79094","ChaC glutathione specific gamma-glutamylcyclotransferase 1"
"ENSG00000022840",1812.56672576679,-1.39010992119791,0.0559061072005575,-24.8650816664991,1.77635365577048e-136,1.24833488126685e-134,"RNF10","9921","ring finger protein 10"
"ENSG00000158710",4951.47819637121,-1.05786293275617,0.0425718330648359,-24.8488931906003,2.65809226142354e-136,1.85814639032776e-134,"TAGLN2","8407","transgelin 2"
"ENSG00000126787",369.945435388785,-3.10798295598906,0.125091241034922,-24.8457280483883,2.87594385157337e-136,1.99991027416741e-134,"DLGAP5","9787","DLG associated protein 5"
"ENSG00000150471",361.934827073374,4.01026822727059,0.161530234755634,24.8267343469005,4.61298510712599e-136,3.1911285517108e-134,"ADGRL3","23284","adhesion G protein-coupled receptor L3"
"ENSG00000166086",1065.59139838825,-1.65756676745005,0.0669396185328304,-24.7621185148688,2.29561373590129e-135,1.57981044768088e-133,"JAM3","83700","junctional adhesion molecule 3"
"ENSG00000085832",605.654170098824,-2.08683481306772,0.0844575478410999,-24.7086834322248,8.62695574157041e-135,5.90635186389372e-133,"EPS15","2060","epidermal growth factor receptor pathway substrate 15"
"ENSG00000196230",17874.1195224617,-1.05866013257837,0.0428941526411466,-24.6807564060104,1.72130702287996e-134,1.1724307629688e-132,"TUBB","203068","tubulin beta class I"
"ENSG00000172216",1647.22428540748,1.97002690888694,0.0798409752066766,24.6743843469763,2.01493755728086e-134,1.36542860386757e-132,"CEBPB","1051","CCAAT enhancer binding protein beta"
"ENSG00000183955",461.365005299309,-2.45282206905296,0.0995465088782165,-24.6399607248277,4.7150943720413e-134,3.17897885530216e-132,"KMT5A","387893","lysine methyltransferase 5A"
"ENSG00000130176",930.891057346889,-1.8942246373864,0.0769169263112757,-24.6268894016988,6.50967341861255e-134,4.36674153262686e-132,"CNN1","1264","calponin 1"
"ENSG00000070669",959.561594045913,-2.13886421460568,0.0870735652225714,-24.5638754900924,3.0743978881784e-133,2.05196747491384e-131,"ASNS","440","asparagine synthetase (glutamine-hydrolyzing)"
"ENSG00000138778",450.871623803202,-2.60126201162504,0.105923578293056,-24.557912917445,3.56013034504473e-133,2.36428256214421e-131,"CENPE","1062","centromere protein E"
"ENSG00000138160",450.256121980529,-2.57252133887214,0.104830175983987,-24.5398933534662,5.5449594056207e-133,3.66408710574399e-131,"KIF11","3832","kinesin family member 11"
"ENSG00000163110",1686.05792564461,-1.5912218616798,0.0649574068001939,-24.4963883268051,1.61403156208001e-132,1.0612657033439e-130,"PDLIM5","10611","PDZ and LIM domain 5"
"ENSG00000182718",28278.3402998713,-0.98823517151969,0.0403658583185429,-24.4819561056063,2.29964705498294e-132,1.50462621597456e-130,"ANXA2","302","annexin A2"
"ENSG00000143248",679.495343922114,2.03820785868192,0.0832932555304038,24.4702628766615,3.06312785125222e-132,1.99433647648686e-130,"RGS5","8490","regulator of G protein signaling 5"
"ENSG00000091136",13741.7986166577,1.03361407607873,0.0422430751572029,24.468248872324,3.21812789000283e-132,2.08503290902525e-130,"LAMB1","3912","laminin subunit beta 1"
"ENSG00000136108",749.956363794828,-2.02780564764459,0.0829555765083177,-24.4444765861071,5.76123723722325e-132,3.71459965945627e-130,"CKAP2","26586","cytoskeleton associated protein 2"
"ENSG00000120802",815.817509505704,-1.92927739561494,0.0789787403117936,-24.4278066223709,8.66404551444614e-132,5.55921992864124e-130,"TMPO","7112","thymopoietin"
"ENSG00000180801",1754.25149799141,-1.79258440551508,0.0737795994438377,-24.2964778750205,2.13578420743042e-130,1.36382143476398e-128,"ARSJ","79642","arylsulfatase family member J"
"ENSG00000137872",1248.4907971535,1.80790644655977,0.0745396365465615,24.2542965101588,5.95680715346131e-130,3.78556519675948e-128,"SEMA6D","80031","semaphorin 6D"
"ENSG00000132510",1120.05262837464,2.03199834054807,0.0838271690247293,24.240331197975,8.3622701794292e-130,5.28893678681803e-128,"KDM6B","23135","lysine demethylase 6B"
"ENSG00000075213",5605.07446406258,1.13266363484961,0.0467787812571592,24.2131924862036,1.61566133354995e-129,1.01702435223746e-127,"SEMA3A","10371","semaphorin 3A"
"ENSG00000174780",2113.12662726014,-1.48880594496133,0.0614928374353678,-24.2110464739271,1.70197987698184e-129,1.06630644934306e-127,"SRP72","6731","signal recognition particle 72"
"ENSG00000095303",4934.95564410681,1.4499235836199,0.0599242633977797,24.1959350254378,2.45509202927827e-129,1.53091701093305e-127,"PTGS1","5742","prostaglandin-endoperoxide synthase 1"
"ENSG00000137807",569.129258708053,-2.41734277776127,0.0999466518823623,-24.1863307297826,3.09843985185991e-129,1.92305972487866e-127,"KIF23","9493","kinesin family member 23"
"ENSG00000206538",1272.58071138268,-1.63652648540258,0.0676942609543777,-24.1752618660762,4.05118265285347e-129,2.50268874396278e-127,"VGLL3","389136","vestigial like family member 3"
"ENSG00000112893",4969.97864352219,1.16528520668342,0.0483306339655176,24.1106956617787,1.93075185110489e-128,1.18723361510996e-126,"MAN2A1","4124","mannosidase alpha class 2A member 1"
"ENSG00000152578",320.281587756857,4.79250796169334,0.198979719865358,24.0854091308212,3.55484467579758e-128,2.17582704995131e-126,"GRIA4","2893","glutamate ionotropic receptor AMPA type subunit 4"
"ENSG00000169679",337.231679499979,-3.03244303744994,0.126026531852426,-24.0619415045147,6.26034237790097e-128,3.81421410382022e-126,"BUB1","699","BUB1 mitotic checkpoint serine/threonine kinase"
"ENSG00000112245",6125.61860488633,1.14063134517585,0.0474546976649083,24.0362156183186,1.16346159921679e-127,7.05620865789834e-126,"PTP4A1","7803","protein tyrosine phosphatase 4A1"
"ENSG00000130227",1119.09057857363,-1.53814060890599,0.0641639818465571,-23.9720254984226,5.44605777895901e-127,3.28793361000607e-125,"XPO7","23039","exportin 7"
"ENSG00000244405",708.442649750106,-1.94744480196424,0.0812916864674108,-23.956260308918,7.95139076386418e-127,4.77874986993864e-125,"ETV5","2119","ETS variant transcription factor 5"
"ENSG00000138180",359.368768496895,-3.18411869590446,0.132940090804928,-23.9515309236305,8.90694053714221e-127,5.32891820785238e-125,"CEP55","55165","centrosomal protein 55"
"ENSG00000196954",1646.04498038007,1.47070929207978,0.0614097332999075,23.9491235843226,9.43652255698413e-127,5.62044361443333e-125,"CASP4","837","caspase 4"
"ENSG00000076382",405.631109926366,-2.73576646613831,0.114279517539806,-23.9392546016426,1.19568348302266e-126,7.08976250960136e-125,"SPAG5","10615","sperm associated antigen 5"
"ENSG00000137962",747.210466132633,-2.18056367524305,0.0911621813661091,-23.9196083569552,1.91488889957709e-126,1.13038019396368e-124,"ARHGAP29","9411","Rho GTPase activating protein 29"
"ENSG00000176619",2255.35802338392,-1.25063239165078,0.0523619847479429,-23.8843580446961,4.45346143598711e-126,2.61729534481331e-124,"LMNB2","84823","lamin B2"
"ENSG00000057608",3760.72007296674,-1.11094920449468,0.0465667014751048,-23.857159070814,8.53416266223335e-126,4.99342504316226e-124,"GDI2","2665","GDP dissociation inhibitor 2"
"ENSG00000077238",1496.22837370371,1.84493557160617,0.077366056737732,23.8468347670922,1.09218333541773e-125,6.36244695658695e-124,"IL4R","3566","interleukin 4 receptor"
"ENSG00000124795",1373.42152304554,-1.49726398006836,0.062787731654634,-23.8464416632234,1.10248793584925e-125,6.39443002792564e-124,"DEK","7913","DEK proto-oncogene"
"ENSG00000177283",725.828163002343,1.92267741808134,0.0807268599095895,23.8170717928909,2.22272311493676e-125,1.28357427880826e-123,"FZD8","8325","frizzled class receptor 8"
"ENSG00000139734",376.886782058311,-3.00455901377559,0.126241966868586,-23.800001602504,3.33964260534819e-125,1.92022221143873e-123,"DIAPH3","81624","diaphanous related formin 3"
"ENSG00000164050",1279.7844491408,1.61106052057953,0.0677996070077999,23.7620923141071,8.23979012371926e-125,4.71727984582928e-123,"PLXNB1","5364","plexin B1"
"ENSG00000102996",367.71965591051,3.29642036279995,0.138815338232513,23.7468020808947,1.18559200837328e-124,6.75838328549956e-123,"MMP15","4324","matrix metallopeptidase 15"
"ENSG00000138685",3034.69182901513,1.52417083622719,0.0642852111838833,23.7095096703877,2.87682853172175e-124,1.6329075452277e-122,"FGF2","2247","fibroblast growth factor 2"
"ENSG00000150636",342.248144196322,3.13709711232515,0.132334436214414,23.7058259517749,3.13985208818883e-124,1.77461767809889e-122,"CCDC102B","79839","coiled-coil domain containing 102B"
"ENSG00000114796",586.82411052868,2.2971202169219,0.0969871410151769,23.6847915391427,5.17312608389196e-124,2.91141782399377e-122,"KLHL24","54800","kelch like family member 24"
"ENSG00000144959",842.046399250896,-1.75500133898273,0.0743664404351978,-23.599372629809,3.91170417789126e-123,2.19220484771104e-121,"NCEH1","57552","neutral cholesterol ester hydrolase 1"
"ENSG00000206053",1065.6150476661,-1.5514666868511,0.065845667663752,-23.5621680498986,9.4202149924469e-123,5.25711325754957e-121,"JPT2","90861","Jupiter microtubule associated homolog 2"
"ENSG00000182871",6966.04805606542,1.04722500608317,0.0445428673056622,23.5104983003653,3.18539634534506e-122,1.77022737484824e-120,"COL18A1","80781","collagen type XVIII alpha 1 chain"
"ENSG00000006468",1084.58824621265,1.63289178218692,0.0695043961659079,23.4933597335223,4.76879059079778e-122,2.63912819279067e-120,"ETV1","2115","ETS variant transcription factor 1"
"ENSG00000197063",1329.11793708827,1.5080253919734,0.0641946768640634,23.491439876966,4.98920308490169e-122,2.74965126031802e-120,"MAFG","4097","MAF bZIP transcription factor G"
"ENSG00000106546",1554.54278579126,1.74255565429264,0.0742588580340013,23.4659635284826,9.08394857327043e-122,4.98566136157759e-120,"AHR","196","aryl hydrocarbon receptor"
"ENSG00000103241",3621.65221195857,1.20914876077008,0.0515508847053308,23.4554415056439,1.16325812708412e-121,6.35818701396347e-120,"FOXF1","2294","forkhead box F1"
"ENSG00000183087",7251.69353875924,-1.28490933822758,0.0547964526542916,-23.4487685970115,1.360703792768e-121,7.40691302276416e-120,"GAS6","2621","growth arrest specific 6"
"ENSG00000105894",2459.30427166169,1.24020775227177,0.052920503854369,23.4352975112382,1.86705865556046e-121,1.01217441074098e-119,"PTN","5764","pleiotrophin"
"ENSG00000184743",1576.71654061342,-1.67301025843088,0.0713992914979309,-23.4317487377219,2.02926861662999e-121,1.09564007179185e-119,"ATL3","25923","atlastin GTPase 3"
"ENSG00000134690",309.413921089907,-3.20031775405692,0.136638138719811,-23.4218482778037,2.56006489234976e-121,1.37663084616152e-119,"CDCA8","55143","cell division cycle associated 8"
"ENSG00000235162",2094.46407356622,-1.58965763176754,0.0678753876591206,-23.4202365038563,2.65873541374455e-121,1.42392434537722e-119,"C12orf75","387882","chromosome 12 open reading frame 75"
"ENSG00000122966",313.167928248048,-3.2839527608459,0.14054001276453,-23.366674701731,9.32899746690675e-121,4.97621463274921e-119,"CIT","11113","citron rho-interacting serine/threonine kinase"
"ENSG00000109805",341.700815482402,-2.99449489584268,0.128194312762352,-23.3590307660053,1.11566719087159e-120,5.92731665166257e-119,"NCAPG","64151","non-SMC condensin I complex subunit G"
"ENSG00000170017",5496.29709942867,-1.21289279173654,0.0520316617395868,-23.3106679891745,3.45580604881956e-120,1.82868589404069e-118,"ALCAM","214","activated leukocyte cell adhesion molecule"
"ENSG00000129103",934.87592416046,-1.63896591865546,0.070391622409032,-23.2835366278639,6.50973115517225e-120,3.43104163503959e-118,"SUMF2","25870","sulfatase modifying factor 2"
"ENSG00000149218",387.648413542227,-2.53989187945593,0.109243975010871,-23.2497204463969,1.43182477504501e-119,7.51679709966318e-118,"ENDOD1","23052","endonuclease domain containing 1"
"ENSG00000110880",6781.52826557586,-2.30396361180706,0.0992541026403724,-23.2127796284151,3.38283925298168e-119,1.76893192748436e-117,"CORO1C","23603","coronin 1C"
"ENSG00000204442",1421.22478534737,1.37954578356391,0.0594938156585905,23.1880535530033,6.01004634059408e-119,3.13040923512826e-117,"NALF1","728215","NALCN channel auxiliary factor 1"
"ENSG00000128510",1166.4932771937,-1.87218630005371,0.080796370287694,-23.1716634471,8.79389095647722e-119,4.56251795640353e-117,"CPA4","51200","carboxypeptidase A4"
